date,home_team,away_team,home_team_ar,away_team_ar,home_score,away_score,tournament,tournament_ar,city,country,country_ar,neutral,day,month,year,home_result,away_result,total_goals,serial,home_group,away_group,home_team_txt,away_team_txt,year_n,result,home_random,away_random,decade,home_result_desc,away_result_desc
16/10/1989,Qatar,Saudi Arabia,قطر,المملكة العربية السعودية,1,1,FIFA World Cup qualification, نصفيات كأس العالم,Singapore,Singapore,سنغافورة,TRUE,16,10,1989,0,0,2,1929,0,1,Qatar,Saudi_Arabia,9,0,0.21309,0.3831,9,draw,draw
25/10/1989,Saudi Arabia,South Korea,المملكة العربية السعودية,كوريا الجنوبية,0,2,FIFA World Cup qualification, نصفيات كأس العالم,Singapore,Singapore,سنغافورة,TRUE,25,10,1989,-2,2,2,1930,1,0,Saudi_Arabia,South_Korea,9,2,0.37816,0.57979,9,loser,winner
15/11/1989,Germany,Wales,ألمانيا,ويلز,2,1,FIFA World Cup qualification, نصفيات كأس العالم,Cologne,Germany,ألمانيا,FALSE,15,11,1989,1,-1,3,1931,1,0,Germany,Wales,9,1,0.2538,0.56933,9,winner,loser
19/11/1989,Tunisia,Cameroon,تونس,الكاميرون,0,1,FIFA World Cup qualification, نصفيات كأس العالم,Tunis,Tunisia,تونس,FALSE,19,11,1989,-1,1,1,1932,1,1,Tunisia,Cameroon,9,1,0.10503,0.00656,9,loser,winner
13/12/1989,Spain,Switzerland,إسبانيا,سويسرا,2,1,Friendly,مبارة ودية,Santa Cruz de Tenerife,Spain,إسبانيا,FALSE,13,12,1989,1,-1,3,1933,1,0,Spain,Switzerland,9,1,0.40678,0.6542,9,winner,loser
20/12/1989,Netherlands,Brazil,هولندا,البرازيل,0,1,Friendly,مبارة ودية,Rotterdam,Netherlands,هولندا,FALSE,20,12,1989,-1,1,1,1934,1,0,Netherlands,Brazil,9,1,0.9946,0.47766,9,loser,winner
17/01/1990,Mexico,Argentina,المكسيك,الأرجنتين,2,0,Friendly,مبارة ودية,Los Angeles,United States,الولايات المتحدة الأمريكية,TRUE,17,1,1990,2,-2,2,1935,1,1,Mexico,Argentina,0,2,0.31855,0.03225,10,winner,loser
02/02/1990,Iran,Poland,إيران,بولندا,0,2,Friendly,مبارة ودية,Tehran,Iran,إيران,FALSE,2,2,1990,-2,2,2,1936,1,0,Iran,Poland,0,2,0.94621,0.00278,10,loser,winner
02/02/1990,United States,Costa Rica,الولايات المتحدة الأمريكية,كوستا ريكا,0,2,Friendly,مبارة ودية,Miami,United States,الولايات المتحدة الأمريكية,FALSE,2,2,1990,-2,2,2,1937,0,1,United_States,Costa_Rica,0,2,0.42449,0.30545,10,loser,winner
04/02/1990,Costa Rica,Uruguay,كوستا ريكا,أوروغواي,0,2,Friendly,مبارة ودية,Miami,United States,الولايات المتحدة الأمريكية,TRUE,4,2,1990,-2,2,2,1938,1,1,Costa_Rica,Uruguay,0,2,0.26455,0.98679,10,loser,winner
04/02/1990,Iran,Poland,إيران,بولندا,0,1,Friendly,مبارة ودية,Tehran,Iran,إيران,FALSE,4,2,1990,-1,1,1,1939,1,0,Iran,Poland,0,1,0.76873,0.62456,10,loser,winner
28/02/1990,France,Germany,فرنسا,ألمانيا,2,1,Friendly,مبارة ودية,Montpellier,France,فرنسا,FALSE,28,2,1990,1,-1,3,1940,0,1,France,Germany,0,1,0.63317,0.61445,10,winner,loser
06/03/1990,Cameroon,Senegal,الكاميرون,السنغال,0,2,African Cup of Nations, كأس أمم أفريقيا,Annaba,Algeria,الجزائر,TRUE,6,3,1990,-2,2,2,1941,1,0,Cameroon,Senegal,0,2,0.38121,0.33369,10,loser,winner
20/03/1990,Mexico,Uruguay,المكسيك,أوروغواي,2,1,Friendly,مبارة ودية,Los Angeles,United States,الولايات المتحدة الأمريكية,TRUE,20,3,1990,1,-1,3,1942,1,1,Mexico,Uruguay,0,1,0.73841,0.01845,10,winner,loser
28/03/1990,England,Brazil,إنجلترا,البرازيل,1,0,Friendly,مبارة ودية,London,England,إنجلترا,FALSE,28,3,1990,1,-1,1,1943,1,0,England,Brazil,0,1,0.73715,0.18273,10,winner,loser
25/04/1990,Germany,Uruguay,ألمانيا,أوروغواي,3,3,Friendly,مبارة ودية,Stuttgart,Germany,ألمانيا,FALSE,25,4,1990,0,0,6,1944,1,1,Germany,Uruguay,0,0,0.11106,0.5788,10,draw,draw
06/05/1990,Costa Rica,Poland,كوستا ريكا,بولندا,0,2,Friendly,مبارة ودية,Chicago,United States,الولايات المتحدة الأمريكية,TRUE,6,5,1990,-2,2,2,1945,1,0,Costa_Rica,Poland,0,2,0.59659,0.78917,10,loser,winner
08/05/1990,Switzerland,Argentina,سويسرا,الأرجنتين,1,1,Friendly,مبارة ودية,Berne,Switzerland,سويسرا,FALSE,8,5,1990,0,0,2,1946,0,1,Switzerland,Argentina,0,0,0.20675,0.27239,10,draw,draw
09/05/1990,United States,Poland,الولايات المتحدة الأمريكية,بولندا,3,1,Friendly,مبارة ودية,Hershey,United States,الولايات المتحدة الأمريكية,FALSE,9,5,1990,2,-2,4,1947,0,0,United_States,Poland,0,2,0.60202,0.96808,10,winner,loser
13/05/1990,Canada,Mexico,كندا,المكسيك,2,1,NAFU Championship, كأس أميركا الشمالية,Burnaby,Canada,كندا,FALSE,13,5,1990,1,-1,3,1948,0,1,Canada,Mexico,0,1,0.1754,0.02868,10,winner,loser
15/05/1990,England,Denmark,إنجلترا,الدنمارك,1,0,Friendly,مبارة ودية,London,England,إنجلترا,FALSE,15,5,1990,1,-1,1,1949,1,1,England,Denmark,0,1,0.27796,0.50913,10,winner,loser
20/05/1990,Wales,Costa Rica,ويلز,كوستا ريكا,1,0,Friendly,مبارة ودية,Cardiff,Wales,ويلز,FALSE,20,5,1990,1,-1,1,1950,0,1,Wales,Costa_Rica,0,1,0.84112,0.87548,10,winner,loser
22/05/1990,England,Uruguay,إنجلترا,أوروغواي,1,2,Friendly,مبارة ودية,London,England,إنجلترا,FALSE,22,5,1990,-1,1,3,1951,1,1,England,Uruguay,0,1,0.12914,0.24302,10,loser,winner
30/05/1990,Germany,Denmark,ألمانيا,الدنمارك,1,0,Friendly,مبارة ودية,Gelsenkirchen,Germany,ألمانيا,FALSE,30,5,1990,1,-1,1,1952,1,1,Germany,Denmark,0,1,0.24966,0.65661,10,winner,loser
02/06/1990,Belgium,Mexico,بلجيكا,المكسيك,3,0,Friendly,مبارة ودية,Brussels,Belgium,بلجيكا,FALSE,2,6,1990,3,-3,3,1953,1,1,Belgium,Mexico,0,3,0.14097,0.95088,10,winner,loser
02/06/1990,Switzerland,United States,سويسرا,الولايات المتحدة الأمريكية,2,1,Friendly,مبارة ودية,St. Gallen,Switzerland,سويسرا,FALSE,2,6,1990,1,-1,3,1954,0,0,Switzerland,United_States,0,1,0.21353,0.10253,10,winner,loser
02/06/1990,Tunisia,England,تونس,إنجلترا,1,1,Friendly,مبارة ودية,Tunis,Tunisia,تونس,FALSE,2,6,1990,0,0,2,1955,1,1,Tunisia,England,0,0,0.16916,0.84431,10,draw,draw
06/06/1990,Belgium,Poland,بلجيكا,بولندا,1,1,Friendly,مبارة ودية,Brussels,Belgium,بلجيكا,FALSE,6,6,1990,0,0,2,1956,1,0,Belgium,Poland,0,0,0.02543,0.88508,10,draw,draw
08/06/1990,Argentina,Cameroon,الأرجنتين,الكاميرون,0,1,FIFA World Cup, كأس العالم,Milan,Italy,إيطاليا,TRUE,8,6,1990,-1,1,1,1957,1,1,Argentina,Cameroon,0,1,0.0381,0.65839,10,loser,winner
12/06/1990,Belgium,South Korea,بلجيكا,كوريا الجنوبية,2,0,FIFA World Cup, كأس العالم,Verona,Italy,إيطاليا,TRUE,12,6,1990,2,-2,2,1958,1,0,Belgium,South_Korea,0,2,0.29058,0.22164,10,winner,loser
13/06/1990,Uruguay,Spain,أوروغواي,إسبانيا,0,0,FIFA World Cup, كأس العالم,Udine,Italy,إيطاليا,TRUE,13,6,1990,0,0,0,1959,1,1,Uruguay,Spain,0,0,0.18545,0.89529,10,draw,draw
16/06/1990,Brazil,Costa Rica,البرازيل,كوستا ريكا,1,0,FIFA World Cup, كأس العالم,Turin,Italy,إيطاليا,TRUE,16,6,1990,1,-1,1,1960,0,1,Brazil,Costa_Rica,0,1,0.05398,0.82518,10,winner,loser
16/06/1990,England,Netherlands,إنجلترا,هولندا,0,0,FIFA World Cup, كأس العالم,Cagliari,Italy,إيطاليا,TRUE,16,6,1990,0,0,0,1961,1,1,England,Netherlands,0,0,0.05519,0.69246,10,draw,draw
17/06/1990,Belgium,Uruguay,بلجيكا,أوروغواي,3,1,FIFA World Cup, كأس العالم,Verona,Italy,إيطاليا,TRUE,17,6,1990,2,-2,4,1962,1,1,Belgium,Uruguay,0,2,0.75496,0.83836,10,winner,loser
17/06/1990,South Korea,Spain,كوريا الجنوبية,إسبانيا,1,3,FIFA World Cup, كأس العالم,Udine,Italy,إيطاليا,TRUE,17,6,1990,-2,2,4,1963,0,1,South_Korea,Spain,0,2,0.75287,0.4476,10,loser,winner
21/06/1990,Belgium,Spain,بلجيكا,إسبانيا,1,2,FIFA World Cup, كأس العالم,Verona,Italy,إيطاليا,TRUE,21,6,1990,-1,1,3,1964,1,1,Belgium,Spain,0,1,0.31324,0.56565,10,loser,winner
21/06/1990,South Korea,Uruguay,كوريا الجنوبية,أوروغواي,0,1,FIFA World Cup, كأس العالم,Udine,Italy,إيطاليا,TRUE,21,6,1990,-1,1,1,1965,0,1,South_Korea,Uruguay,0,1,0.84899,0.41221,10,loser,winner
24/06/1990,Brazil,Argentina,البرازيل,الأرجنتين,0,1,FIFA World Cup, كأس العالم,Turin,Italy,إيطاليا,TRUE,24,6,1990,-1,1,1,1966,0,1,Brazil,Argentina,0,1,0.12252,0.83577,10,loser,winner
24/06/1990,Germany,Netherlands,ألمانيا,هولندا,2,1,FIFA World Cup, كأس العالم,Milan,Italy,إيطاليا,TRUE,24,6,1990,1,-1,3,1967,1,1,Germany,Netherlands,0,1,0.26748,0.49432,10,winner,loser
26/06/1990,England,Belgium,إنجلترا,بلجيكا,1,0,FIFA World Cup, كأس العالم,Bologna,Italy,إيطاليا,TRUE,26,6,1990,1,-1,1,1968,1,1,England,Belgium,0,1,0.97764,0.817,10,winner,loser
01/07/1990,Cameroon,England,الكاميرون,إنجلترا,2,3,FIFA World Cup, كأس العالم,Naples,Italy,إيطاليا,TRUE,1,7,1990,-1,1,5,1969,1,1,Cameroon,England,0,1,0.43527,0.69853,10,loser,winner
04/07/1990,Germany,England,ألمانيا,إنجلترا,1,1,FIFA World Cup, كأس العالم,Turin,Italy,إيطاليا,TRUE,4,7,1990,0,0,2,1970,1,1,Germany,England,0,0,0.36297,0.29547,10,draw,draw
08/07/1990,Germany,Argentina,ألمانيا,الأرجنتين,1,0,FIFA World Cup, كأس العالم,Rome,Italy,إيطاليا,TRUE,8,7,1990,1,-1,1,1971,1,1,Germany,Argentina,0,1,0.48215,0.52556,10,winner,loser
27/07/1990,Japan,South Korea,اليابان,كوريا الجنوبية,0,2,Dynasty Cup, كأس النخبة,Beijing,China PR,الصين ,TRUE,27,7,1990,-2,2,2,1972,0,0,Japan,South_Korea,0,2,0.66701,0.02651,10,loser,winner
09/08/1990,Tunisia,Morocco,تونس,المغرب,0,0,Friendly,مبارة ودية,Tunis,Tunisia,تونس,FALSE,9,8,1990,0,0,0,1973,1,0,Tunisia,Morocco,0,0,0.77135,0.41103,10,draw,draw
15/08/1990,France,Poland,فرنسا,بولندا,0,0,Friendly,مبارة ودية,Paris,France,فرنسا,FALSE,15,8,1990,0,0,0,1974,0,0,France,Poland,0,0,0.10318,0.43974,10,draw,draw
29/08/1990,Portugal,Germany,البرتغال,ألمانيا,1,1,Friendly,مبارة ودية,Lisbon,Portugal,البرتغال,FALSE,29,8,1990,0,0,2,1975,1,1,Portugal,Germany,0,0,0.26683,0.88799,10,draw,draw
06/09/1990,South Korea,Australia,كوريا الجنوبية,أستراليا,1,0,Friendly,مبارة ودية,Seoul,South Korea,كوريا الجنوبية,FALSE,6,9,1990,1,-1,1,1976,0,0,South_Korea,Australia,0,1,0.57601,0.31153,10,winner,loser
09/09/1990,South Korea,Australia,كوريا الجنوبية,أستراليا,1,0,Friendly,مبارة ودية,Seoul,South Korea,كوريا الجنوبية,FALSE,9,9,1990,1,-1,1,1977,0,0,South_Korea,Australia,0,1,0.52483,0.55082,10,winner,loser
11/09/1990,Denmark,Wales,الدنمارك,ويلز,1,0,Friendly,مبارة ودية,Copenhagen,Denmark,الدنمارك,FALSE,11,9,1990,1,-1,1,1978,1,0,Denmark,Wales,0,1,0.97565,0.98848,10,winner,loser
12/09/1990,Spain,Brazil,إسبانيا,البرازيل,3,0,Friendly,مبارة ودية,Gij√≥n,Spain,إسبانيا,FALSE,12,9,1990,3,-3,3,1979,1,0,Spain,Brazil,0,3,0.29311,0.04359,10,winner,loser
10/10/1990,Poland,United States,بولندا,الولايات المتحدة الأمريكية,2,3,Friendly,مبارة ودية,Warsaw,Poland,بولندا,FALSE,10,10,1990,-1,1,5,1980,0,0,Poland,United_States,0,1,0.75222,0.45357,10,loser,winner
17/10/1990,Croatia,United States,كرواتيا,الولايات المتحدة الأمريكية,2,1,Friendly,مبارة ودية,Zagreb,Croatia,كرواتيا,FALSE,17,10,1990,1,-1,3,1981,0,0,Croatia,United_States,0,1,0.69373,0.5117,10,winner,loser
17/10/1990,England,Poland,إنجلترا,بولندا,2,0,UEFA Euro qualification, تصفيات كأس أمم أوروبا,London,England,إنجلترا,FALSE,17,10,1990,2,-2,2,1982,1,0,England,Poland,0,2,0.8257,0.475,10,winner,loser
17/10/1990,Portugal,Netherlands,البرتغال,هولندا,1,0,UEFA Euro qualification, تصفيات كأس أمم أوروبا,Porto,Portugal,البرتغال,FALSE,17,10,1990,1,-1,1,1983,1,1,Portugal,Netherlands,0,1,0.79047,0.07627,10,winner,loser
17/10/1990,Wales,Belgium,ويلز,بلجيكا,3,1,UEFA Euro qualification, تصفيات كأس أمم أوروبا,Cardiff,Wales,ويلز,FALSE,17,10,1990,2,-2,4,1984,0,1,Wales,Belgium,0,2,0.30286,0.71721,10,winner,loser
12/12/1990,Mexico,Brazil,المكسيك,البرازيل,0,0,Friendly,مبارة ودية,Los Angeles,United States,الولايات المتحدة الأمريكية,TRUE,12,12,1990,0,0,0,1985,1,0,Mexico,Brazil,0,0,0.73196,0.96821,10,draw,draw
19/12/1990,Germany,Switzerland,ألمانيا,سويسرا,4,0,Friendly,مبارة ودية,Stuttgart,Germany,ألمانيا,FALSE,19,12,1990,4,-4,4,1986,1,0,Germany,Switzerland,0,4,0.46563,0.12014,10,winner,loser
19/12/1990,Portugal,United States,البرتغال,الولايات المتحدة الأمريكية,1,0,Friendly,مبارة ودية,Maia,Portugal,البرتغال,FALSE,19,12,1990,1,-1,1,1987,1,0,Portugal,United_States,0,1,0.50833,0.05024,10,winner,loser
16/01/1991,Spain,Portugal,إسبانيا,البرتغال,1,1,Friendly,مبارة ودية,Castell√≥n de la Plana,Spain,إسبانيا,FALSE,16,1,1991,0,0,2,1988,1,1,Spain,Portugal,1,0,0.39389,0.48029,10,draw,draw
01/02/1991,United States,Switzerland,الولايات المتحدة الأمريكية,سويسرا,0,1,Friendly,مبارة ودية,Miami,United States,الولايات المتحدة الأمريكية,FALSE,1,2,1991,-1,1,1,1989,0,0,United_States,Switzerland,1,1,0.5427,0.48456,10,loser,winner
06/02/1991,England,Cameroon,إنجلترا,الكاميرون,2,0,Friendly,مبارة ودية,London,England,إنجلترا,FALSE,6,2,1991,2,-2,2,1990,1,1,England,Cameroon,1,2,0.62034,0.99178,10,winner,loser
20/02/1991,France,Spain,فرنسا,إسبانيا,3,1,UEFA Euro qualification, تصفيات كأس أمم أوروبا,Paris,France,فرنسا,FALSE,20,2,1991,2,-2,4,1991,0,1,France,Spain,1,2,0.42459,0.80631,10,winner,loser
12/03/1991,United States,Mexico,الولايات المتحدة الأمريكية,المكسيك,2,2,NAFU Championship, كأس أميركا الشمالية,Los Angeles,United States,الولايات المتحدة الأمريكية,FALSE,12,3,1991,0,0,4,1992,0,1,United_States,Mexico,1,0,0.591,0.92333,10,draw,draw
13/03/1991,Argentina,Mexico,الأرجنتين,المكسيك,0,0,Friendly,مبارة ودية,Buenos Aires,Argentina,الأرجنتين,FALSE,13,3,1991,0,0,0,1993,1,1,Argentina,Mexico,1,0,0.47482,0.42413,10,draw,draw
14/03/1991,Canada,Mexico,كندا,المكسيك,0,3,NAFU Championship, كأس أميركا الشمالية,Los Angeles,United States,الولايات المتحدة الأمريكية,TRUE,14,3,1991,-3,3,3,1994,0,1,Canada,Mexico,1,3,0.93188,0.11951,10,loser,winner
16/03/1991,United States,Canada,الولايات المتحدة الأمريكية,كندا,2,0,NAFU Championship, كأس أميركا الشمالية,Torrance,United States,الولايات المتحدة الأمريكية,FALSE,16,3,1991,2,-2,2,1995,0,0,United_States,Canada,1,2,0.17362,0.62536,10,winner,loser
27/03/1991,Argentina,Brazil,الأرجنتين,البرازيل,3,3,Friendly,مبارة ودية,Buenos Aires,Argentina,الأرجنتين,FALSE,27,3,1991,0,0,6,1996,1,0,Argentina,Brazil,1,0,0.02371,0.45968,10,draw,draw
27/03/1991,Belgium,Wales,بلجيكا,ويلز,1,1,UEFA Euro qualification, تصفيات كأس أمم أوروبا,Brussels,Belgium,بلجيكا,FALSE,27,3,1991,0,0,2,1997,1,0,Belgium,Wales,1,0,0.90939,0.76101,10,draw,draw
17/04/1991,Costa Rica,Mexico,كوستا ريكا,المكسيك,0,0,Friendly,مبارة ودية,San Jos√©,Costa Rica,كوستا ريكا,FALSE,17,4,1991,0,0,0,1998,1,1,Costa_Rica,Mexico,1,0,0.02042,0.30872,10,draw,draw
01/05/1991,Germany,Belgium,ألمانيا,بلجيكا,1,0,UEFA Euro qualification, تصفيات كأس أمم أوروبا,Hanover,Germany,ألمانيا,FALSE,1,5,1991,1,-1,1,1999,1,1,Germany,Belgium,1,1,0.21429,0.27789,10,winner,loser
05/05/1991,United States,Uruguay,الولايات المتحدة الأمريكية,أوروغواي,1,0,Friendly,مبارة ودية,Denver,United States,الولايات المتحدة الأمريكية,FALSE,5,5,1991,1,-1,1,2000,0,1,United_States,Uruguay,1,1,0.86577,0.14833,10,winner,loser
07/05/1991,Mexico,Uruguay,المكسيك,أوروغواي,0,2,Friendly,مبارة ودية,Los Angeles,United States,الولايات المتحدة الأمريكية,TRUE,7,5,1991,-2,2,2,2001,1,1,Mexico,Uruguay,1,2,0.96975,0.98922,10,loser,winner
19/05/1991,United States,Argentina,الولايات المتحدة الأمريكية,الأرجنتين,0,1,Friendly,مبارة ودية,Palo Alto,United States,الولايات المتحدة الأمريكية,FALSE,19,5,1991,-1,1,1,2002,0,1,United_States,Argentina,1,1,0.75542,0.16986,10,loser,winner
25/05/1991,England,Argentina,إنجلترا,الأرجنتين,2,2,Friendly,مبارة ودية,London,England,إنجلترا,FALSE,25,5,1991,0,0,4,2003,1,1,England,Argentina,1,0,0.85665,0.05561,10,draw,draw
29/05/1991,Poland,Wales,بولندا,ويلز,0,0,Friendly,مبارة ودية,Radom,Poland,بولندا,FALSE,29,5,1991,0,0,0,2004,0,0,Poland,Wales,1,0,0.78047,0.52143,10,draw,draw
01/06/1991,Australia,England,أستراليا,إنجلترا,0,1,Friendly,مبارة ودية,Sydney,Australia,أستراليا,FALSE,1,6,1991,-1,1,1,2005,0,1,Australia,England,1,1,0.43784,0.54476,10,loser,winner
05/06/1991,Wales,Germany,ويلز,ألمانيا,1,0,UEFA Euro qualification, تصفيات كأس أمم أوروبا,Cardiff,Wales,ويلز,FALSE,5,6,1991,1,-1,1,2006,0,1,Wales,Germany,1,1,0.20529,0.02367,10,winner,loser
14/06/1991,South Korea,Australia,كوريا الجنوبية,أستراليا,0,0,Korea Cup,كأس كوريا,Seoul,South Korea,كوريا الجنوبية,FALSE,14,6,1991,0,0,0,2007,0,0,South_Korea,Australia,1,0,0.41337,0.27341,10,draw,draw
27/06/1991,Brazil,Argentina,البرازيل,الأرجنتين,1,1,Friendly,مبارة ودية,Curitiba,Brazil,البرازيل,FALSE,27,6,1991,0,0,2,2008,0,1,Brazil,Argentina,1,0,0.62596,0.30243,10,draw,draw
30/06/1991,Canada,Mexico,كندا,المكسيك,1,3,Gold Cup,الكأس الذهبية,Los Angeles,United States,الولايات المتحدة الأمريكية,TRUE,30,6,1991,-2,2,4,2009,0,1,Canada,Mexico,1,2,0.22369,0.07804,10,loser,winner
03/07/1991,United States,Costa Rica,الولايات المتحدة الأمريكية,كوستا ريكا,3,2,Gold Cup,الكأس الذهبية,Los Angeles,United States,الولايات المتحدة الأمريكية,FALSE,3,7,1991,1,-1,5,2010,0,1,United_States,Costa_Rica,1,1,0.4054,0.77183,10,winner,loser
05/07/1991,United States,Mexico,الولايات المتحدة الأمريكية,المكسيك,2,0,Gold Cup,الكأس الذهبية,Los Angeles,United States,الولايات المتحدة الأمريكية,FALSE,5,7,1991,2,-2,2,2011,0,1,United_States,Mexico,1,2,0.80735,0.10739,10,winner,loser
07/07/1991,Mexico,Costa Rica,المكسيك,كوستا ريكا,2,0,Gold Cup,الكأس الذهبية,Los Angeles,United States,الولايات المتحدة الأمريكية,TRUE,7,7,1991,2,-2,2,2012,1,1,Mexico,Costa_Rica,1,2,0.46897,0.56493,10,winner,loser
09/07/1991,Ecuador,Uruguay,الاكوادور,أوروغواي,1,1,Copa Am√©rica,كوبا أميركا,Vi√±a del Mar,Chile,تشيلي,TRUE,9,7,1991,0,0,2,2013,0,1,Ecuador,Uruguay,1,0,0.8863,0.05546,10,draw,draw
11/07/1991,Brazil,Uruguay,البرازيل,أوروغواي,1,1,Copa Am√©rica,كوبا أميركا,Vi√±a del Mar,Chile,تشيلي,TRUE,11,7,1991,0,0,2,2014,0,1,Brazil,Uruguay,1,0,0.98413,0.81456,10,draw,draw
15/07/1991,Brazil,Ecuador,البرازيل,الاكوادور,3,1,Copa Am√©rica,كوبا أميركا,Vi√±a del Mar,Chile,تشيلي,TRUE,15,7,1991,2,-2,4,2015,0,0,Brazil,Ecuador,1,2,0.5834,0.30584,10,winner,loser
17/07/1991,Argentina,Brazil,الأرجنتين,البرازيل,3,2,Copa Am√©rica,كوبا أميركا,Santiago,Chile,تشيلي,TRUE,17,7,1991,1,-1,5,2016,1,0,Argentina,Brazil,1,1,0.08144,0.2552,10,winner,loser
27/07/1991,Japan,South Korea,اليابان,كوريا الجنوبية,0,1,Friendly,مبارة ودية,Nagasaki,Japan,اليابان,FALSE,27,7,1991,-1,1,1,2017,0,0,Japan,South_Korea,1,1,0.38939,0.1381,10,loser,winner
14/08/1991,Poland,France,بولندا,فرنسا,1,5,Friendly,مبارة ودية,Pozna≈Ñ,Poland,بولندا,FALSE,14,8,1991,-4,4,6,2018,0,0,Poland,France,1,4,0.89526,0.01574,10,loser,winner
04/09/1991,Spain,Uruguay,إسبانيا,أوروغواي,2,1,Friendly,مبارة ودية,Oviedo,Spain,إسبانيا,FALSE,4,9,1991,1,-1,3,2019,1,1,Spain,Uruguay,1,1,0.3459,0.65692,10,winner,loser
11/09/1991,England,Germany,إنجلترا,ألمانيا,0,1,Friendly,مبارة ودية,London,England,إنجلترا,FALSE,11,9,1991,-1,1,1,2020,1,1,England,Germany,1,1,0.79878,0.93351,10,loser,winner
11/09/1991,Netherlands,Poland,هولندا,بولندا,1,1,Friendly,مبارة ودية,Eindhoven,Netherlands,هولندا,FALSE,11,9,1991,0,0,2,2021,1,0,Netherlands,Poland,1,0,0.98434,0.40767,10,draw,draw
11/09/1991,Wales,Brazil,ويلز,البرازيل,1,0,Friendly,مبارة ودية,Cardiff,Wales,ويلز,FALSE,11,9,1991,1,-1,1,2022,0,0,Wales,Brazil,1,1,0.45225,0.06765,10,winner,loser
24/09/1991,Cameroon,Tunisia,الكاميرون,تونس,0,1,Friendly,مبارة ودية,Alexandria,Egypt,مصر,TRUE,24,9,1991,-1,1,1,2023,1,1,Cameroon,Tunisia,1,1,0.17326,0.74456,10,loser,winner
30/09/1991,Cameroon,Tunisia,الكاميرون,تونس,1,0,Friendly,مبارة ودية,Cairo,Egypt,مصر,TRUE,30,9,1991,1,-1,1,2024,1,1,Cameroon,Tunisia,1,1,0.31823,0.78601,10,winner,loser
12/10/1991,Spain,France,إسبانيا,فرنسا,1,2,UEFA Euro qualification, تصفيات كأس أمم أوروبا,Seville,Spain,إسبانيا,FALSE,12,10,1991,-1,1,3,2025,1,0,Spain,France,1,1,0.94471,0.76235,10,loser,winner
16/10/1991,Germany,Wales,ألمانيا,ويلز,4,1,UEFA Euro qualification, تصفيات كأس أمم أوروبا,Nuremberg,Germany,ألمانيا,FALSE,16,10,1991,3,-3,5,2026,1,0,Germany,Wales,1,3,0.66403,0.56847,10,winner,loser
16/10/1991,Netherlands,Portugal,هولندا,البرتغال,1,0,UEFA Euro qualification, تصفيات كأس أمم أوروبا,Rotterdam,Netherlands,هولندا,FALSE,16,10,1991,1,-1,1,2027,1,1,Netherlands,Portugal,1,1,0.2989,0.02124,10,winner,loser
31/10/1991,Ghana,Senegal,غانا,السنغال,2,3,Friendly,مبارة ودية,Abidjan,Ivory Coast,ساحل العاج,TRUE,31,10,1991,-1,1,5,2028,0,0,Ghana,Senegal,1,1,0.00251,0.17488,10,loser,winner
13/11/1991,Poland,England,بولندا,إنجلترا,1,1,UEFA Euro qualification, تصفيات كأس أمم أوروبا,Pozna≈Ñ,Poland,بولندا,FALSE,13,11,1991,0,0,2,2029,0,1,Poland,England,1,0,0.72953,0.27254,10,draw,draw
20/11/1991,Belgium,Germany,بلجيكا,ألمانيا,0,1,UEFA Euro qualification, تصفيات كأس أمم أوروبا,Brussels,Belgium,بلجيكا,FALSE,20,11,1991,-1,1,1,2030,1,1,Belgium,Germany,1,1,0.5743,0.73515,10,loser,winner
20/11/1991,Mexico,Uruguay,المكسيك,أوروغواي,1,1,Friendly,مبارة ودية,Veracruz,Mexico,المكسيك,FALSE,20,11,1991,0,0,2,2031,1,1,Mexico,Uruguay,1,0,0.13635,0.3146,10,draw,draw
24/11/1991,United States,Costa Rica,الولايات المتحدة الأمريكية,كوستا ريكا,1,1,Friendly,مبارة ودية,Dallas,United States,الولايات المتحدة الأمريكية,FALSE,24,11,1991,0,0,2,2032,0,1,United_States,Costa_Rica,1,0,0.78052,0.467,10,draw,draw
27/11/1991,Costa Rica,Mexico,كوستا ريكا,المكسيك,1,1,Friendly,مبارة ودية,Los Angeles,United States,الولايات المتحدة الأمريكية,TRUE,27,11,1991,0,0,2,2033,1,1,Costa_Rica,Mexico,1,0,0.23057,0.58428,10,draw,draw
25/12/1991,Tunisia,Cameroon,تونس,الكاميرون,2,2,Friendly,مبارة ودية,Tunis,Tunisia,تونس,FALSE,25,12,1991,0,0,4,2034,1,1,Tunisia,Cameroon,1,0,0.29202,0.34916,10,draw,draw
12/01/1992,Cameroon,Morocco,الكاميرون,المغرب,1,0,African Cup of Nations, كأس أمم أفريقيا,Dakar,Senegal,السنغال,TRUE,12,1,1992,1,-1,1,2035,1,0,Cameroon,Morocco,2,1,0.92364,0.72685,10,winner,loser
15/01/1992,Portugal,Spain,البرتغال,إسبانيا,0,0,Friendly,مبارة ودية,Torres Novas,Portugal,البرتغال,FALSE,15,1,1992,0,0,0,2036,1,1,Portugal,Spain,2,0,0.16205,0.77991,10,draw,draw
19/01/1992,Senegal,Cameroon,السنغال,الكاميرون,0,1,African Cup of Nations, كأس أمم أفريقيا,Dakar,Senegal,السنغال,FALSE,19,1,1992,-1,1,1,2037,0,1,Senegal,Cameroon,2,1,0.9117,0.38701,10,loser,winner
